SVL,HL,HW,HD,JL,FLL,HLL,FFL,HFL,Tail,Site,Number,Genus_species
88,14.3,3.8,7.9,16.8,21,32,9,16,0,G,10411,Ctenotus_helenae
83,14.7,9.3,7.1,16.7,22,35,9,17,0,G,10414,Ctenotus_helenae
92,15.2,9.4,7.2,17,22,35,8,16,0,L,10656,Ctenotus_helenae
82,14.3,8.5,6.8,16.1,19,30,8,14,0,L,10661,Ctenotus_helenae
83,14,8.6,6.7,16.2,20,32,8,15,0,L,10666,Ctenotus_helenae
78,14.3,9,7.9,16.6,20,32,8,14,0,L,10677,Ctenotus_helenae
77,13.7,7.9,6.5,15.7,21,29,8,15,0,L,10678,Ctenotus_helenae
89,14.4,9.1,7.9,16.4,22,34,9,17,0,L,10685,Ctenotus_helenae
87,14.9,9.2,7.6,16,21,32,9,15,0,L,10688,Ctenotus_helenae
83,14,8.7,0,16.4,20,32,8,15,0,L,10690,Ctenotus_helenae
87,14,9,7.8,16.6,20,32,8,16,0,L,10693,Ctenotus_helenae
86,15.4,9.1,8,17.3,22,33,9,15,0,L,10696,Ctenotus_helenae
86,15.4,9.7,7.5,18.1,22,34,9,18,0,L,10698,Ctenotus_helenae
84,13.9,9.1,7.9,16,22,32,9,15,0,L,10705,Ctenotus_helenae
80,13.9,8.4,6.9,15.3,20,30,8,14,0,L,10706,Ctenotus_helenae
85,15,9.6,8.2,16.7,22,34,8,16,0,L,10707,Ctenotus_helenae
87,15.4,9.8,8.3,17.3,23,36,10,17,0,L,10708,Ctenotus_helenae
84,13.8,8.5,7.2,16,19,32,8,15,0,L,10715,Ctenotus_helenae
80,13.7,8.7,7.5,15.6,21,32,9,16,0,L,10721,Ctenotus_helenae
92,15,9.5,8,17.5,22,35,8,16,0,L,10733,Ctenotus_helenae
88,14.6,9.2,6.9,16.3,22,31,7,15,0,L,10734,Ctenotus_helenae
86,14.6,9.2,7.5,16.2,22,34,9,16,0,L,10735,Ctenotus_helenae
93,15.2,9.2,7.4,17,21,34,8,16,0,L,10736,Ctenotus_helenae
77,15.2,9.3,7.8,17,21,31,10,17,0,L,10746,Ctenotus_helenae
80,14.6,9.1,7.6,16.6,20,33,8,16,0,L,10748,Ctenotus_helenae
90,14.7,9.3,7.7,16.6,22,33,9,16,0,L,10755,Ctenotus_helenae
80,13.5,9.5,7.6,15.5,19,31,8,15,0,L,10782,Ctenotus_helenae
83,13.8,8.6,7.3,15.7,19,30,8,15,0,L,10784,Ctenotus_helenae
78,14.3,9.4,7.5,16.3,20,34,10,16,0,L,10785,Ctenotus_helenae
76,13.7,8.3,7.2,15.5,20,32,8,15,0,L,10801,Ctenotus_helenae
78,14,8.7,7.2,15.1,20,31,8,15,0,L,10803,Ctenotus_helenae
67,12,7.6,6.3,14.2,19,28,8,14,0,L,10804,Ctenotus_helenae
90,15.3,9.5,8.2,16.6,22,33,9,16,0,L,10835,Ctenotus_helenae
81,14,9.6,8,15.8,20,33,8,16,0,L,10836,Ctenotus_helenae
82,14.2,9.4,8,15.4,20,30,9,15,0,L,10837,Ctenotus_helenae
88,14.8,9.3,7.7,16.1,22,32,9,16,0,L,10840,Ctenotus_helenae
85,14.2,9.1,7.2,15.8,21,33,9,16,0,L,10844,Ctenotus_helenae
80,13.7,8.5,7.1,15,20,31,8,15,0,L,10845,Ctenotus_helenae
88,14.4,9,7.9,16.2,22,33,8,15,0,L,10846,Ctenotus_helenae
84,13.9,8.7,7.5,16,21,34,9,15,0,L,10847,Ctenotus_helenae
84,14.8,9.3,7.6,16.9,21,34,9,17,0,L,10848,Ctenotus_helenae
81,14.6,9.4,8,16.6,21,34,8,16,0,L,10851,Ctenotus_helenae
90,14.9,9.4,8,17,22,32,9,15,0,L,10865,Ctenotus_helenae
88,14.7,8.9,7,16.5,21,32,9,16,0,L,10867,Ctenotus_helenae
87,14.8,8.7,7.2,16.7,21,32,8,16,0,L,10874,Ctenotus_helenae
85,14.7,9.2,7.8,16.9,21,33,8,15,0,L,10892,Ctenotus_helenae
83,14.9,8.9,7.5,16.8,21,33,9,16,0,L,10893,Ctenotus_helenae
83,14,9.2,7.5,15.7,20,32,8,16,0,S,10983,Ctenotus_helenae
83,14.4,9,7.7,16.7,22,31,9,15,0,L,11013,Ctenotus_helenae
87,14.4,9.3,7.5,16.6,22,32,9,16,0,L,11014,Ctenotus_helenae
88,14.6,8.7,7.5,15.9,20,31,8,15,0,L,11016,Ctenotus_helenae
83,15.2,9.3,7.8,16.3,21,30,8,15,0,L,11036,Ctenotus_helenae
34,8.3,4.6,3.5,8.7,12,18,5,9,0,N,11083,Ctenotus_helenae
83,14.3,8.5,7.2,16,19,27,8,16,0,G,11120,Ctenotus_helenae
43,10,5.6,4.2,10.7,14,21,6,11,0,S,11189,Ctenotus_helenae
59,11.6,7.1,5.9,13.2,17,28,7,14,0,L,11201,Ctenotus_helenae
42,9.3,5.9,4.7,10.2,13,18,6,10,0,L,12054,Ctenotus_helenae
46,9.5,5.4,0,11.1,13,20,5,11,0,L,12061,Ctenotus_helenae
51,10.2,6,4.7,11.4,16,22,6,11,0,G,12394,Ctenotus_helenae
79,14.7,9.1,6.9,17.1,22,33,9,16,0,D,12707,Ctenotus_helenae
50,9.9,6.1,5.3,11.2,15,23,6,12,0,S,12820,Ctenotus_helenae
75,14,8.5,6.4,15.8,21,32,9,14,0,E,12874,Ctenotus_helenae
55,11.2,6.6,5.2,12.8,16,26,7,14,0,E,12881,Ctenotus_helenae
83,14.9,9.4,7.5,16.9,22,36,9,17,0,E,12927,Ctenotus_helenae
81,14,8.9,6.8,15.5,20,34,8,16,0,G,13052,Ctenotus_helenae
64,12.3,8,6.2,13.8,20,30,8,16,0,M,13332,Ctenotus_helenae
82,14.4,9.8,7.7,16.6,22,32,8,15,0,M,13339,Ctenotus_helenae
68,12.8,7.6,6.3,14.3,18,29,8,14,0,M,13367,Ctenotus_helenae
83,14,9,7.1,15.9,22,33,9,17,0,D,13443,Ctenotus_helenae
82,13.7,8.6,8,15.4,17,29,9,12,122,L,993,Ctenotus_helenae
54,12.3,6.7,5,13.3,13,24,6,12,0,L,1610,Ctenotus_helenae
79,13.3,7.8,6.7,15.1,18,30,9,14,151,L,1674,Ctenotus_helenae
55,11,6,4.8,12.6,12,24,8,12,102,L,2070,Ctenotus_helenae
80,14.2,8.4,7.3,16,17,32,9,12,143,L,2073,Ctenotus_helenae
51,10.7,5.4,4.2,12.1,12,22,6,10,99,L,2413,Ctenotus_helenae
83,14.2,9.5,7.3,15.8,18,33,8,14,0,L,2414,Ctenotus_helenae
81,13.8,8.8,7.1,15.6,12,27,8,16,127,L,2428,Ctenotus_helenae
77,14,8.4,7.2,15.5,19,32,8,15,136,L,2431,Ctenotus_helenae
59,11.3,5.7,5.7,12.3,14,27,6,13,111,L,2848,Ctenotus_helenae
76,14.1,8.1,7.7,15.4,18,30,9,13,108,L,2893,Ctenotus_helenae
86,14.5,9,8.3,16.5,18,31,8,13,150,L,2951,Ctenotus_helenae
63,12.1,6.7,5.8,14,16,24,7,12,80,L,3004,Ctenotus_helenae
81,13.6,8,7.7,15.5,17,31,7,13,117,L,3011,Ctenotus_helenae
76,14.4,7.8,7.6,16,18,32,8,15,0,L,3017,Ctenotus_helenae
59,12.1,6.7,5.6,13.4,15,25,8,12,119,L,3040,Ctenotus_helenae
71,13,8.1,7.2,14.7,17,29,8,14,138,L,3049,Ctenotus_helenae
79,14.7,9.1,8,17,16,32,9,13,133,L,3099,Ctenotus_helenae
87,14.3,8.6,7.4,16.3,18,29,8,14,155,L,3100,Ctenotus_helenae
64,11.7,7.4,6,13.9,15,26,6,11,0,L,3114,Ctenotus_helenae
86,15,9.6,8,16.5,18,26,9,14,156,L,3121,Ctenotus_helenae
87,13.9,8,7.5,16,19,29,8,12,153,L,3174,Ctenotus_helenae
84,14.8,9.3,8.3,17,18,28,7,13,136,L,3316,Ctenotus_helenae
68,12.7,7.2,6.3,14.4,17,27,7,12,64,L,3329,Ctenotus_helenae
65,12.2,7,6.1,13.7,16,24,7,11,126,L,3386,Ctenotus_helenae
65,12.5,7.3,6.5,14.3,14,27,7,14,134,L,3388,Ctenotus_helenae
65,12.4,7,6,14.4,16,21,7,12,114,L,3412,Ctenotus_helenae
71,13.7,8,7.4,16.4,13,33,7,13,0,L,3472,Ctenotus_helenae
62,12.4,6.3,6.2,14.1,16,25,8,12,129,L,3536,Ctenotus_helenae
57,11.9,6.6,5.7,13,16,25,7,12,106,L,3568,Ctenotus_helenae
69,13.1,7.5,7,15,17,27,9,13,142,L,3570,Ctenotus_helenae
83,15.4,9,8.5,17.8,21,33,8,14,144,R,1074,Ctenotus_helenae
78,15.3,9,7.6,17.7,20,30,8,16,106,R,1083,Ctenotus_helenae
59,11,5.4,4.6,12.4,14,23,7,12,112,R,1087,Ctenotus_helenae
81,13.9,9,7.3,15.7,19,32,8,13,0,R,1153,Ctenotus_helenae
86,13.9,8.1,7.6,15.3,18,32,9,13,127,R,1175,Ctenotus_helenae
52,11.2,5.6,4.8,12.3,13,22,6,11,108,R,1184,Ctenotus_helenae
56,10.6,6.1,4.8,12.7,14,23,7,11,0,R,1609,Ctenotus_helenae
82,14.3,8.7,8,16,18,32,9,13,160,R,"1709,1",Ctenotus_helenae
59,11.4,5.5,5.3,13,13,24,7,12,0,R,1852,Ctenotus_helenae
0,11.2,6.1,4.8,12.7,15,25,7,12,0,R,1931,Ctenotus_helenae
87,14.3,8,7.5,17,19,32,9,15,156,R,2221,Ctenotus_helenae
80,14.2,8.2,7.4,16.3,18,30,7,12,98,R,2223,Ctenotus_helenae
77,14.3,8.4,7.8,16.7,18,30,7,13,120,R,2274,Ctenotus_helenae
59,11.8,6.6,5.8,13.6,16,25,7,12,115,R,2474,Ctenotus_helenae
60,11.5,6.6,5.7,12.7,15,24,8,13,134,R,2478,Ctenotus_helenae
64,12.1,6.2,5.6,13.2,15,23,7,12,118,R,2539,Ctenotus_helenae
63,12,6.1,5.6,13.4,17,28,8,13,105,R,3631,Ctenotus_helenae
64,12.7,6.6,6,15.4,17,29,8,13,138,R,3637,Ctenotus_helenae
82,13.4,7.9,7.7,15.7,19,33,8,14,0,R,3692,Ctenotus_helenae
82,13.7,8.1,7.4,15.1,17,30,8,13,154,R,3698,Ctenotus_helenae
61,12.4,7,6.6,14.7,17,26,8,16,90,R,3703,Ctenotus_helenae
0,13.7,8.2,7.5,15.5,18,31,7,13,138,R,3754,Ctenotus_helenae
74,13.2,7.5,6.5,15.5,16,27,7,12,114,R,3763,Ctenotus_helenae
63,12.3,6.4,5.5,14,17,29,8,13,91,R,3825,Ctenotus_helenae
72,13.4,8.5,7.4,16.3,18,32,7,14,148,R,3888,Ctenotus_helenae
57,12.6,6.8,6.2,13.7,17,27,8,10,131,R,4016,Ctenotus_helenae
79,13.9,8,7.3,15.5,14,32,6,15,138,R,4024,Ctenotus_helenae
77,13.4,8,7.6,15,18,28,8,13,0,R,4028,Ctenotus_helenae
47,8.9,5.5,3.9,10.5,16,29,7,15,0,E,11304,Ctenotus_leae
58,11.4,6.1,4.8,12.3,19,32,8,17,0,E,11333,Ctenotus_leae
50,10.5,5.6,4.5,11.5,18,28,7,14,0,E,11375,Ctenotus_leae
51,11.5,5.5,4.5,12.3,17,30,7,16,0,E,11378,Ctenotus_leae
53,10.7,6,4.6,11.7,19,31,7,16,0,E,11465,Ctenotus_leae
50,10,5,0,11,17,29,7,15,0,E,11483,Ctenotus_leae
37,8.4,4.7,3.4,9.6,15,23,5,12,0,E,11484,Ctenotus_leae
52,10.3,5.2,4.1,12.1,19,33,8,16,0,E,12091,Ctenotus_leae
40,9.3,4.7,3.7,10.4,14,23,7,12,0,E,12093,Ctenotus_leae
54,10.9,5.5,4,11.2,19,33,8,16,0,E,12094,Ctenotus_leae
59,11.3,6.1,5,12.3,19,32,8,16,0,E,12097,Ctenotus_leae
45,9.4,5,3.9,10,16,27,7,15,0,E,12131,Ctenotus_leae
52,9.1,6,4.7,0,17,32,7,16,0,E,12167,Ctenotus_leae
56,11.5,6.1,5,12.8,17,33,8,16,0,E,12204,Ctenotus_leae
54,10.9,5.6,3.7,12,17,32,7,15,0,E,12247,Ctenotus_leae
57,10.5,6.4,4.8,11.6,18,31,8,17,0,E,12252,Ctenotus_leae
52,10.8,5.5,4.1,11.7,17,32,7,16,0,E,12254,Ctenotus_leae
47,10,5.1,4,10.8,15,28,7,14,0,I,13095,Ctenotus_leae
58,11,5.2,4.2,12.1,17,32,7,16,0,E,13145,Ctenotus_leae
54,11.1,5.7,5,12.3,16,30,7,15,123,E,3797,Ctenotus_leae
36,8.2,4.7,3.6,9.7,10,20,6,12,78,E,3799,Ctenotus_leae
38,7.9,4.2,3.3,9.2,12,21,5,12,94,E,3800,Ctenotus_leae
72,13.8,7.7,5.4,15,18,31,9,15,0, ,9854,Ctenotus_leonhardii
60,11.9,7,5.3,13.2,16,31,8,15,0,A,10018,Ctenotus_leonhardii
60,13,7.1,5.3,13.7,18,30,9,15,0, ,10078,Ctenotus_leonhardii
52,11,6.2,4.8,12.2,18,30,8,15,0,A,10091,Ctenotus_leonhardii
55,12,6.7,5.5,13.2,18,32,8,17,0,A,10094,Ctenotus_leonhardii
52,10.8,6.1,4.8,12.1,17,30,7,15,0,A,10135,Ctenotus_leonhardii
56,12.6,7,5.3,13.2,19,34,8,17,0,A,10137,Ctenotus_leonhardii
68,13.6,7.6,5.7,14.4,0,37,0,19,0,A,10139,Ctenotus_leonhardii
58,12,6.7,5,13.3,17,33,8,16,0, ,10163,Ctenotus_leonhardii
61,12,7.2,5.2,13.7,19,34,8,16,0, ,10164,Ctenotus_leonhardii
70,13.7,8.7,6.7,15.1,19,35,8,17,0, ,10166,Ctenotus_leonhardii
55,12,6.7,4.6,12.3,18,31,8,16,0,M,10179,Ctenotus_leonhardii
57,12.3,7.5,5.2,13.2,19,35,9,19,0,M,10181,Ctenotus_leonhardii
0,11.5,6.2,5,11.4,17,29,7,16,0,M,10198,Ctenotus_leonhardii
54,11.9,6.9,5.2,12.6,19,31,8,16,0,A,10231,Ctenotus_leonhardii
55,12.3,7.2,5.4,12.8,19,32,8,17,0,A,10234,Ctenotus_leonhardii
58,12.5,7.6,5,13.6,18,32,8,17,0,A,10235,Ctenotus_leonhardii
65,13.7,7.1,5.7,15.1,20,37,9,17,0,A,10236,Ctenotus_leonhardii
57,11.5,6.2,4.8,12.4,16,31,8,16,0,A,10254,Ctenotus_leonhardii
73,13.9,8.5,6.9,16,20,37,9,18,0,A,10255,Ctenotus_leonhardii
57,11.9,6.7,5.2,12.5,18,32,8,16,0,A,10256,Ctenotus_leonhardii
65,13.1,7.9,6.7,13.7,20,33,8,17,0, ,10436,Ctenotus_leonhardii
53,12.5,7.4,5.3,13.3,17,33,7,16,0,Y,10440,Ctenotus_leonhardii
55,11.7,6.3,4.5,12.6,18,32,8,16,0,Y,10441,Ctenotus_leonhardii
61,12.2,7.3,5.7,13.7,20,33,8,16,0,Y,10442,Ctenotus_leonhardii
69,13.7,8.9,6.6,14.8,19,37,8,18,0,A,10498,Ctenotus_leonhardii
75,14.5,9,7,15.9,21,39,8,19,0,A,10500,Ctenotus_leonhardii
74,14.5,8.3,6.7,15.3,20,35,8,20,0,A,10504,Ctenotus_leonhardii
75,15,99.1,7,17,22,40,10,19,0,A,10505,Ctenotus_leonhardii
63,13.4,7.6,5.2,14.2,20,38,8,18,0,A,10506,Ctenotus_leonhardii
70,14,9.7,7,16.2,19,36,8,17,0,A,10508,Ctenotus_leonhardii
75,14.4,8.6,6.7,15.7,21,37,9,18,0,A,10530,Ctenotus_leonhardii
51,11.2,6,4.7,11.5,19,32,8,16,0,A,10531,Ctenotus_leonhardii
70,14.6,8.2,6.7,16.2,22,37,99,18,0,A,10535,Ctenotus_leonhardii
69,14.5,10,7.5,16.6,20,36,10,18,0,A,10536,Ctenotus_leonhardii
59,13,7.8,5.6,14.8,20,35,99,17,0,A,10569,Ctenotus_leonhardii
60,12.9,7.5,5.3,13.9,19,35,9,17,0,A,10570,Ctenotus_leonhardii
65,13.9,7.5,5.8,14.9,19,34,8,17,0,A,10585,Ctenotus_leonhardii
62,12,6.6,5.5,13.6,18,33,8,17,0,A,10609,Ctenotus_leonhardii
72,14.3,8.4,6.5,15.9,21,40,9,18,0,A,10614,Ctenotus_leonhardii
0,13.5,8.5,6.2,15.6,21,37,8,18,0,A,10628,Ctenotus_leonhardii
78,13.9,7.8,6.2,15.3,20,36,9,16,0,A,10630,Ctenotus_leonhardii
76,14,8,6.6,15.6,20,38,9,19,0,A,10631,Ctenotus_leonhardii
51,11.4,6.4,5.2,12.4,18,26,7,18,0,A,10925,Ctenotus_leonhardii
64,12.3,7.9,6,14.1,19,35,7,17,0,A,10927,Ctenotus_leonhardii
67,14.2,8.2,6.9,15.6,19,34,9,16,0,A,10929,Ctenotus_leonhardii
74,13.7,8.1,0,15.7,20,36,9,17,0,A,10941,Ctenotus_leonhardii
63,13,8.2,6.2,14,20,36,8,15,0,A,10946,Ctenotus_leonhardii
71,13.2,8.3,6.4,15.2,19,35,8,17,0,A,10947,Ctenotus_leonhardii
64,13.2,7.7,5.8,13.9,18,37,8,18,0,A,10948,Ctenotus_leonhardii
74,14.4,8.5,6.7,15.6,23,36,8,19,0,A,10949,Ctenotus_leonhardii
72,13.3,7.3,6.1,14.2,17,38,99,20,0,A,10952,Ctenotus_leonhardii
76,14,7.8,6.6,15.7,18,36,8,17,0,A,10954,Ctenotus_leonhardii
72,13.9,8.1,6.2,15.4,20,37,8,18,0,A,10955,Ctenotus_leonhardii
67,15,9,6.9,15.9,19,36,8,17,0,A,10956,Ctenotus_leonhardii
73,14,9,6.9,15.6,18,37,99,18,0,A,10958,Ctenotus_leonhardii
65,13.6,8.2,6.1,15,19,37,8,18,0,A,10959,Ctenotus_leonhardii
68,12.7,7.5,5.6,14.7,20,34,8,16,0,A,10960,Ctenotus_leonhardii
64,13,7.7,6,14.5,19,36,8,17,0,A,10962,Ctenotus_leonhardii
70,13.8,7.8,5.5,14.9,19,36,8,16,0,A,10968,Ctenotus_leonhardii
68,14.9,9.2,7,16.7,20,38,9,17,0,A,10969,Ctenotus_leonhardii
70,13.9,8.7,6.3,15,19,35,8,16,0,A,10970,Ctenotus_leonhardii
68,13.3,7.6,5.6,14.1,19,35,9,18,0,A,10971,Ctenotus_leonhardii
72,13,7.8,6.3,13.3,18,35,8,17,0,A,10976,Ctenotus_leonhardii
69,13.4,7.8,6,14.7,20,36,9,18,0,A,10977,Ctenotus_leonhardii
48,10.7,6.1,4.8,11.1,15,26,7,14,0,Y,11141,Ctenotus_leonhardii
66,13,8.1,6.2,14.5,19,34,8,16,0,Y,11142,Ctenotus_leonhardii
53,10.6,6.7,4.6,11.7,17,29,7,15,0,Y,11143,Ctenotus_leonhardii
64,12.6,6.7,5.6,13.9,19,33,8,16,0,Y,11145,Ctenotus_leonhardii
67,13,7.3,6,13.8,18,31,8,15,0,Y,11146,Ctenotus_leonhardii
63,13,7.3,5.8,14.2,19,33,8,16,0,Y,11147,Ctenotus_leonhardii
37,8.9,4.6,3.2,9.1,13,22,6,11,0,Y,11164,Ctenotus_leonhardii
38,8.5,5.2,3.5,9.5,13,19,6,11,0,Y,11243,Ctenotus_leonhardii
40,8.7,4.8,3.9,9.1,13,21,6,11,0,M,11825,Ctenotus_leonhardii
43,9,5.6,4.1,9.7,13,22,6,11,0,M,11823,Ctenotus_leonhardii
49,11.5,0,4.7,12.2,18,31,8,16,0,Y,12328,Ctenotus_leonhardii
50,10.6,5.6,4.5,10.2,16,27,7,14,0,A,12497,Ctenotus_leonhardii
69,13.8,8.4,6.1,15.2,20,38,9,17,0,A,12547,Ctenotus_leonhardii
50,10.9,6.1,5,11.5,15,27,7,16,0,A,12796,Ctenotus_leonhardii
0,13.5,8.3,6,14.7,20,34,8,19,0,Y,13104,Ctenotus_leonhardii
47,11.3,6.4,4.5,12.2,18,29,8,14,0,Y,13107,Ctenotus_leonhardii
56,12,6.9,5.1,13.4,17,32,7,16,0,Y,13110,Ctenotus_leonhardii
47,10.5,6,4.1,10.9,15,27,7,13,0,Y,13112,Ctenotus_leonhardii
68,13.4,8,6.2,14.6,21,34,8,16,0,I,13176,Ctenotus_leonhardii
48,10.2,5.9,4.8,11.2,16,28,7,14,0,A,13242,Ctenotus_leonhardii
55,11.9,6.4,5.1,13,18,33,8,16,0,A,13247,Ctenotus_leonhardii
36,10.7,4.9,3.8,0,11,18,6,12,0,A,13248,Ctenotus_leonhardii
48,11,6.2,5,11.3,15,27,6,14,0,A,13250,Ctenotus_leonhardii
55,11.8,6.5,4.8,13.2,18,34,8,17,0,A,13253,Ctenotus_leonhardii
57,11.8,6.9,5,13,19,32,8,16,0,A,13306,Ctenotus_leonhardii
52,11.2,6.1,4.5,11.8,16,32,7,15,0,A,13307,Ctenotus_leonhardii
53,11.6,6,4.7,12.5,18,32,8,16,0,A,13308,Ctenotus_leonhardii
71,13.7,8.2,6,14.8,21,37,10,17,0,A,13309,Ctenotus_leonhardii
68,13.4,8.2,6.5,14.9,20,35,9,16,0,M,13317,Ctenotus_leonhardii
73,15.1,9.7,7,16.1,20,37,9,18,0,M,13318,Ctenotus_leonhardii
69,13.2,7.5,6,14.1,21,36,9,17,0,I,13553,Ctenotus_leonhardii
55,11.6,6.1,5,12.8,16,32,7,16,0,I,13556,Ctenotus_leonhardii
57,12.3,6.1,4.9,12.6,19,31,8,16,0,I,13586,Ctenotus_leonhardii
51,10.7,6.2,4.7,11.4,17,30,7,15,0,I,13587,Ctenotus_leonhardii
46,10.6,6,4.1,11.3,15,27,7,15,0,A,13609,Ctenotus_leonhardii
46,10,5.7,4.1,11.2,15,26,7,14,0,A,13610,Ctenotus_leonhardii
48,10.3,6,0,11.5,16,28,8,15,0,A,13618,Ctenotus_leonhardii
58,12,7.2,5.2,13.1,17,34,8,19,0,A,13620,Ctenotus_leonhardii
50,11.2,6.4,4.9,11.8,16,29,7,16,0,A,13621,Ctenotus_leonhardii
52,10.9,6.1,4.6,11.4,17,30,7,16,0,A,13625,Ctenotus_leonhardii
65,12.6,7.6,5.1,13.6,20,36,9,17,0,A,13626,Ctenotus_leonhardii
50,10.9,6.2,4.8,10.5,17,32,8,15,0,I,13631,Ctenotus_leonhardii
73,13.7,8.7,6.4,14.6,20,37,8,17,0,I,13633,Ctenotus_leonhardii
48,10.9,6.4,4.5,12,16,30,7,15,0,I,13634,Ctenotus_leonhardii
71,13.9,8.1,6.5,15,21,36,9,17,0,I,13635,Ctenotus_leonhardii
54,11.6,6.1,4.9,12.3,18,32,8,15,0,I,13636,Ctenotus_leonhardii
55,11.9,6.5,5,12.9,18,30,8,17,0,I,13637,Ctenotus_leonhardii
57,11.9,7,5.5,13.2,18,32,8,17,0,I,13638,Ctenotus_leonhardii
52,11.4,6.6,4.8,12.2,18,32,8,16,0,I,13641,Ctenotus_leonhardii
50,11.4,6.6,5,12.2,15,26,8,16,0,I,13642,Ctenotus_leonhardii
70,13.3,8.9,6.7,15.5,19,30,9,16,142,I,2587,Ctenotus_leonhardii
63,12.6,8,5.6,14.9,18,31,9,15,119,I,3402,Ctenotus_leonhardii
74,13.1,8.6,6.8,16,19,34,9,16,114,I,3809,Ctenotus_leonhardii
89,15,9.2,8.2,16.8,25,35,10,16,0, ,9880,Ctenotus_pantherinus
73,13.6,9.1,7.9,16.1,22,33,9,16,0, ,9906,Ctenotus_pantherinus
57,11,7.9,6.4,13.2,19,28,9,13,0, ,9907,Ctenotus_pantherinus
83,14.1,9.3,7.1,15.8,23,35,10,16,0, ,9908,Ctenotus_pantherinus
73,14.3,9.6,8,15.5,21,35,9,16,0, ,9909,Ctenotus_pantherinus
76,13.7,8.7,6.3,15,23,33,10,16,0,M,10076,Ctenotus_pantherinus
68,12.5,8.6,6.7,14.8,22,32,8,16,0,M,10175,Ctenotus_pantherinus
95,14.9,9.4,7.7,17.1,24,36,10,16,0,G,10294,Ctenotus_pantherinus
91,14.4,10,8.4,16.2,24,36,9,15,0,G,10301,Ctenotus_pantherinus
82,14.3,10.1,8,16.7,22,35,10,15,0,G,10313,Ctenotus_pantherinus
94,15,11,8.2,17.5,24,37,10,17,0,G,10314,Ctenotus_pantherinus
83,15.3,10.8,9,17.9,24,31,9,15,0,G,10337,Ctenotus_pantherinus
90,14.6,10.2,7.5,16.8,24,36,10,17,0,G,10339,Ctenotus_pantherinus
0,13.6,9,7.8,15.1,21,32,8,15,0,G,10375,Ctenotus_pantherinus
84,14.9,10,7.7,16.4,24,33,10,15,0,G,10410,Ctenotus_pantherinus
80,13.5,9,7.3,15.6,22,34,9,15,0,G,10416,Ctenotus_pantherinus
93,14.3,10.3,8.8,16.4,22,34,9,16,0,G,10417,Ctenotus_pantherinus
77,14,9.4,7.8,16.5,24,34,9,15,0,G,10425,Ctenotus_pantherinus
91,14.3,9.6,7.5,16.7,22,36,10,17,0,A,10524,Ctenotus_pantherinus
79,14.2,9.1,7.5,16.2,22,32,9,15,0,A,10539,Ctenotus_pantherinus
95,15,9.8,7.7,17.3,24,33,10,16,0,L,10689,Ctenotus_pantherinus
73,12.4,8.5,6.9,14.7,19,30,8,14,0,L,10750,Ctenotus_pantherinus
82,15.1,9,0,15.9,23,33,9,16,0,L,10756,Ctenotus_pantherinus
94,14.5,10.4,9.1,16.7,23,33,9,16,0,L,10866,Ctenotus_pantherinus
77,13.7,9.9,8.6,16,24,32,9,16,0,L,10888,Ctenotus_pantherinus
92,14.2,9.5,8.2,16.4,22,32,9,16,0,L,10907,Ctenotus_pantherinus
87,13.9,10.1,8.6,16,24,36,10,16,0,A,10932,Ctenotus_pantherinus
48,9.6,5.6,4.8,9.8,15,20,7,10,0,N,11076,Ctenotus_pantherinus
84,12.7,9.6,7.2,15.2,21,32,9,15,0,G,11115,Ctenotus_pantherinus
35,8.6,4.7,4.2,8.7,13,19,6,8,0,G,11118,Ctenotus_pantherinus
49,10,6,5.1,10.9,15,22,7,10,0,G,11119,Ctenotus_pantherinus
32,7.3,4.4,3.3,8.5,10,15,6,8,0,E,11209,Ctenotus_pantherinus
61,11.5,7.8,6.2,13,19,29,8,15,0,E,11211,Ctenotus_pantherinus
64,12,7.8,6.6,13.9,19,30,9,15,0,E,11317,Ctenotus_pantherinus
63,12,8.5,7,13.5,20,25,8,13,0,E,11329,Ctenotus_pantherinus
90,14,9.9,7.8,15.6,24,33,9,15,0,E,11441,Ctenotus_pantherinus
62,11.8,7.9,6.5,13,19,27,8,14,0,E,11442,Ctenotus_pantherinus
78,13.4,9.2,7.3,15.4,21,30,8,14,0,E,11443,Ctenotus_pantherinus
78,13,8.1,7,14.8,21,30,8,14,0,E,11448,Ctenotus_pantherinus
72,12.9,9,8,14.9,20,32,8,14,0,E,11468,Ctenotus_pantherinus
48,9,5.5,4.2,10.2,14,21,6,11,0, ,11517,Ctenotus_pantherinus
55,10.8,6.6,5.5,11.6,17,25,8,13,0, ,11518,Ctenotus_pantherinus
43,9.7,6,4.8,11.5,15,22,7,11,0, ,11543,Ctenotus_pantherinus
73,13.6,8.5,6.7,15.7,24,34,10,17,0, ,11603,Ctenotus_pantherinus
85,16,10.1,8,17.1,22,37,9,16,0, ,11607,Ctenotus_pantherinus
44,9.6,5.9,5,10.6,17,22,7,11,0, ,11619,Ctenotus_pantherinus
94,15.4,10.7,7.2,17.6,25,37,10,17,0, ,11621,Ctenotus_pantherinus
39,7,0,0,7.3,14,18,6,10,0, ,11638,Ctenotus_pantherinus
47,9.9,5.6,4.9,10.6,15,22,7,11,0, ,11641,Ctenotus_pantherinus
43,9.6,5.4,4.1,10.6,15,22,6,12,0, ,11657,Ctenotus_pantherinus
79,14.3,8.5,6.8,15.5,25,35,10,17,0, ,11658,Ctenotus_pantherinus
