Number,Genus_species,Sex,SVL,Wt,Tail,RTL,LTL,TotTL,TotTVoL
366.52,Egernia_striata,MALE,102,21.5,,7,7,366.52,14
8.38,Egernia_striata,MALE,72,9,92,2,2,8.38,4
8.38,Egernia_striata,MALE,64,6.2,,2,2,8.38,4
,Eremiascincus_richardsoni,MALE,61,5,,1,1,,2
,Eremiascincus_richardsoni,MALE,51,2.7,,0.5,0.5,,1
,Eremiascincus_richardsoni,MALE,86,13,,4,4,,8
,Eremiascincus_richardsoni,MALE,65,5.9,97,3.5,3.5,,7
24.05,Eremiascincus_richardsoni,MALE,73,8,107,3.1,3.2,24.05,6.3
269.39,Eremiascincus_richardsoni,MALE,87,16.9,,5,5.5,269.39,10.5
252.63,Eremiascincus_richardsoni,MALE,87,14,,5.5,5.2,252.63,10.7
25.13,Eremiascincus_richardsoni,MALE,66,5.6,93,4,3,25.13,7
91.37,Eremiascincus_richardsoni,MALE,76,9.2,,5.5,5,91.37,10.5
188.76,Eremiascincus_richardsoni,MALE,78,9.4,111,6.5,5.5,188.76,12
104.72,Eremiascincus_richardsoni,MALE,75,8.2,,4.5,3.5,104.72,8
487.73,Eremiascincus_richardsoni,MALE,90,20.6,,6.5,5,487.73,11.5
298.71,Eremiascincus_richardsoni,MALE,90,16.7,,7,6.5,298.71,13.5
184.35,Gehyra_australis,MALE,63,6.1,63,4,4.5,184.35,8.5
136.14,Gehyra_purpurascens,MALE,58,4.4,,5,5,136.14,10
108.91,Gehyra_purpurascens,MALE,53,3.4,60,4,4,108.91,8
169.65,Gehyra_purpurascens,MALE,53,3.4,55,4,5,169.65,9
92.15,Gehyra_purpurascens,MALE,61,5,,6,5,92.15,11
207.35,Gehyra_purpurascens,MALE,55,3.5,54,5,6,207.35,11
67.02,Gehyra_purpurascens,MALE,55,3.5,58,4,4,67.02,8
188.5,Gehyra_purpurascens,MALE,55,4.7,59,5,5,188.5,10
83.78,Gehyra_purpurascens,MALE,60,5.6,57,5,5,83.78,10
67.02,Gehyra_purpurascens,MALE,45,2.1,51,4,4,67.02,8
226.2,Gehyra_purpurascens,MALE,60,5.7,56,6,6,226.2,12
226.2,Gehyra_purpurascens,MALE,66,6,,6,6,226.2,12
207.35,Gehyra_purpurascens,MALE,60,5.9,,6,5,207.35,11
31.42,Gehyra_purpurascens,MALE,55,3.7,,3,3,31.42,6
8.38,Gehyra_purpurascens,MALE,42,1.6,,2,2,8.38,4
108.91,Gehyra_purpurascens,MALE,60,5.7,,4,4,108.91,8
12.57,Gehyra_purpurascens,MALE,45,1.8,,3,3,12.57,6
8.38,Gehyra_purpurascens,MALE,46,1.8,46,2,2,8.38,4
8.38,Gehyra_purpurascens,MALE,43,1.7,41,2,2,8.38,4
50.27,Gehyra_purpurascens,MALE,56,4.1,55,3,3,50.27,6
12.57,Gehyra_purpurascens,MALE,60,6,,3,3,12.57,6
12.57,Gehyra_purpurascens,MALE,61,5,,3,3,12.57,6
12.57,Gehyra_purpurascens,MALE,62,5.8,,3,3,12.57,6
18.85,Gehyra_purpurascens,MALE,62,5.8,,5,4,18.85,9
8.38,Gehyra_purpurascens,MALE,53,3.6,58,2,2,8.38,4
16.76,Gehyra_purpurascens,MALE,58,5.2,,4,4,16.76,8
12.57,Gehyra_purpurascens,MALE,55,4.2,,3,3,12.57,6
14.66,Gehyra_purpurascens,MALE,57,4.6,,4,3,14.66,7
1.05,Gehyra_purpurascens,MALE,28,0.5,,1,1,1.05,2
8.38,Gehyra_purpurascens,MALE,50,2.4,,2,2,8.38,4
12.57,Gehyra_purpurascens,MALE,57,4,,3,3,12.57,6
12.57,Gehyra_purpurascens,MALE,58,5,,3,3,12.57,6
12.57,Gehyra_purpurascens,MALE,59,5.1,,3,3,12.57,6
12.57,Gehyra_purpurascens,MALE,55,5,58,3,3,12.57,6
14.66,Gehyra_purpurascens,MALE,60,5.4,,4,3,14.66,7
12.57,Gehyra_purpurascens,MALE,61,5.9,,3,3,12.57,6
12.57,Gehyra_purpurascens,MALE,60,6,,3,3,12.57,6
33.51,Gehyra_purpurascens,MALE,60,5.6,63,4,3,33.51,7
12.57,Gehyra_purpurascens,MALE,52,3.6,57,3,3,12.57,6
14.66,Gehyra_purpurascens,MALE,61,6.6,,4,3,14.66,7
18.85,Gehyra_purpurascens,MALE,62,6.8,,5,4,18.85,9
1.05,Gehyra_purpurascens,MALE,29,0.6,26,1,1,1.05,2
8.38,Gehyra_purpurascens,MALE,48,2.7,47,2,2,8.38,4
12.57,Gehyra_purpurascens,MALE,63,6.3,,3,3,12.57,6
16.76,Gehyra_purpurascens,MALE,60,5.2,,4,4,16.76,8
33.51,Gehyra_purpurascens,MALE,56,4.6,49,4,3,33.51,7
14.66,Gehyra_purpurascens,MALE,59,4.5,,4,3,14.66,7
12.57,Gehyra_purpurascens,MALE,47,2.4,50,3,3,12.57,6
12.57,Gehyra_purpurascens,MALE,60,5.8,58,3,3,12.57,6
8.38,Gehyra_purpurascens,MALE,46,2.2,48,2,2,8.38,4
14.66,Gehyra_purpurascens,MALE,61,5.5,,3,4,14.66,7
12.57,Gehyra_purpurascens,MALE,55,4.1,,3,3,12.57,6
14.66,Gehyra_purpurascens,MALE,58,5.2,56,4,3,14.66,7
41.89,Gehyra_purpurascens,MALE,63,6.6,,4,4,41.89,8
12.57,Gehyra_purpurascens,MALE,57,4.1,,3,3,12.57,6
8.38,Gehyra_purpurascens,MALE,56,3.7,,2,2,8.38,4
14.66,Gehyra_purpurascens,MALE,58,4.9,66,4,3,14.66,7
14.66,Gehyra_purpurascens,MALE,62,5.3,,4,3,14.66,7
12.57,Gehyra_purpurascens,MALE,56,4.6,,3,3,12.57,6
14.66,Gehyra_purpurascens,MALE,57,5.3,61,4,3,14.66,7
12.57,Gehyra_purpurascens,MALE,57,4.8,,3,3,12.57,6
16.76,Gehyra_purpurascens,MALE,61,4.8,,4,4,16.76,8
12.57,Gehyra_purpurascens,MALE,60,6.2,,3,3,12.57,6
10.47,Gehyra_purpurascens,MALE,61,5.6,,3,2,10.47,5
14.66,Gehyra_purpurascens,MALE,60,5,60,4,3,14.66,7
12.57,Gehyra_purpurascens,MALE,60,5.5,,3,3,12.57,6
14.66,Gehyra_purpurascens,MALE,61,4.8,,4,3,14.66,7
12.57,Gehyra_purpurascens,MALE,56,4.4,,3,3,12.57,6
,Gehyra_purpurascens,MALE,47,2.2,45,,,,
,Gehyra_purpurascens,MALE,54,4,,,,,
223.13,Gehyra_purpurascens,MALE,54,5.1,,4.8,4.2,223.13,9
135.21,Gehyra_purpurascens,MALE,59,4.6,51,4.5,5.3,135.21,9.8
160.22,Gehyra_purpurascens,MALE,55,4.5,55,4.5,4,160.22,8.5
314.16,Gehyra_purpurascens,MALE,58,5.6,,6,6,314.16,12
115.17,Gehyra_purpurascens,MALE,54,3.9,,4.9,4.3,115.17,9.2
53.43,Gehyra_purpurascens,MALE,45,2,50,3.8,3.3,53.43,7.1
269.43,Gehyra_purpurascens,MALE,57,4.9,60,5,5.2,269.43,10.2
98.6,Gehyra_purpurascens,MALE,51,3.3,,4.5,4,98.6,8.5
2.09,Gehyra_purpurascens,MALE,41,1.5,40,2,2,2.09,4
292.48,Gehyra_purpurascens,MALE,56,4.5,,9.8,4.9,292.48,14.7
12.57,Gehyra_purpurascens,MALE,45,2.3,48,3,3,12.57,6
44.79,Gehyra_purpurascens,MALE,58,4.9,,3.4,3.2,44.79,6.6
22.93,Gehyra_purpurascens,MALE,59,4.9,,3.8,3.5,22.93,7.3
23.7,Gehyra_purpurascens,MALE,58,5.4,61,3.1,3.1,23.7,6.2
13.82,Gehyra_purpurascens,MALE,56,4.4,,3,2.5,13.82,5.5
5.6,Gehyra_purpurascens,MALE,51,2.8,55,3.2,2.5,5.6,5.7
27.21,Gehyra_purpurascens,MALE,62,5,,4.3,2.7,27.21,7
16.69,Gehyra_purpurascens,MALE,56,3.6,,4.2,3,16.69,7.2
50.27,Gehyra_purpurascens,MALE,54,4.3,,3,3,50.27,6
,Gehyra_purpurascens,MALE,56,4.1,54,,,,
50.27,Gehyra_purpurascens,MALE,50,3.2,,3,3,50.27,6
177.56,Gehyra_purpurascens,MALE,56,4.4,,4.5,5.5,177.56,10
104.98,Gehyra_purpurascens,MALE,49,2.5,,5.5,4.5,104.98,10
111.43,Gehyra_purpurascens,MALE,53,3.5,58,5.2,5.3,111.43,10.5
166.92,Gehyra_purpurascens,MALE,49,2.8,,4.5,5,166.92,9.5
12.57,Gehyra_purpurascens,MALE,42,2,46,3.5,2.5,12.57,6
99.29,Gehyra_purpurascens,MALE,54,3.3,,4.5,4.1,99.29,8.6
91.47,Gehyra_purpurascens,MALE,61,5.6,,4.5,5.5,91.47,10
283.01,Gehyra_purpurascens,MALE,54,5.2,,4.5,5,283.01,9.5
320.97,Gehyra_purpurascens,MALE,64,6.6,,7,7.5,320.97,14.5
67.02,Gehyra_purpurascens,MALE,52,3,41,4,4,67.02,8
23.56,Gehyra_purpurascens,MALE,50,2.3,,3,2,23.56,5
50.27,Gehyra_purpurascens,MALE,55,4.2,50,3,3,50.27,6
,Gehyra_purpurascens,MALE,56,4.8,62,,,,
,Gehyra_purpurascens,MALE,59,5.6,,,,,
,Gehyra_purpurascens,MALE,60,5.4,,,,,
,Gehyra_purpurascens,MALE,60,5.2,,,,,
,Gehyra_purpurascens,MALE,45,2.2,,,,,
,Gehyra_purpurascens,MALE,57,4.3,,,,,
,Gehyra_purpurascens,MALE,55,3.8,,,,,
,Gehyra_purpurascens,MALE,60,5.1,,,,,
,Gehyra_purpurascens,MALE,55,3.7,52,,,,
,Gehyra_purpurascens,MALE,57,4.2,,,,,
,Gehyra_purpurascens,MALE,58,5.8,,,,,
,Gehyra_purpurascens,MALE,55,4,,,,,
,Gehyra_purpurascens,MALE,63,5.8,,,,,
,Gehyra_purpurascens,MALE,60,5.4,,,,,
,Gehyra_purpurascens,MALE,61,5.8,63,,,,
,Gehyra_purpurascens,MALE,59,5.5,57,,,,
,Gehyra_purpurascens,MALE,60,6,65,,,,
,Gehyra_purpurascens,MALE,62,6.1,,,,,
,Gehyra_purpurascens,MALE,44,1.9,46,,,,
,Gehyra_purpurascens,MALE,57,4.6,,,,,
,Gehyra_purpurascens,MALE,61,5.5,,,,,
,Gehyra_purpurascens,MALE,59,5,,,,,
,Gehyra_purpurascens,MALE,60,5,,,,,
,Gehyra_purpurascens,MALE,45,2.1,52,,,,
,Gehyra_purpurascens,MALE,47,2.7,,,,,
,Gehyra_purpurascens,MALE,55,4.1,58,,,,
,Gehyra_purpurascens,MALE,60,5.4,63,,,,
,Gehyra_purpurascens,MALE,62,6.3,,,,,
,Gehyra_purpurascens,MALE,43,1.9,46,,,,
,Gehyra_purpurascens,MALE,59,5.1,,,,,
,Gehyra_purpurascens,MALE,62,6.2,,,,,
,Gehyra_purpurascens,MALE,62,7,,,,,
,Gehyra_purpurascens,MALE,62,7.3,,,,,
,Gehyra_purpurascens,MALE,67,7.9,,,,,
,Gehyra_purpurascens,MALE,62,6.5,,,,,
,Gehyra_purpurascens,MALE,56,5.2,,,,,
,Gehyra_purpurascens,MALE,61,6.6,,,,,
,Gehyra_purpurascens,MALE,60,5.6,64,,,,
,Gehyra_purpurascens,MALE,57,4.8,,,,,
,Gehyra_purpurascens,MALE,60,5.7,,,,,
,Gehyra_purpurascens,MALE,57,4.6,,,,,
,Gehyra_purpurascens,MALE,54,4,,,,,
,Gehyra_purpurascens,MALE,60,5.9,,,,,
,Gehyra_purpurascens,MALE,57,5.1,,,,,
,Gehyra_purpurascens,MALE,59,5.2,,,,,
,Gehyra_purpurascens,MALE,43,1.9,47,,,,
,Gehyra_purpurascens,MALE,52,3.7,,,,,
,Gehyra_purpurascens,MALE,52,3.5,,,,,
,Gehyra_purpurascens,MALE,57,4.9,,,,,
,Gehyra_purpurascens,MALE,55,4.8,58,,,,
,Gehyra_purpurascens,MALE,53,3.3,52,,,,
,Gehyra_purpurascens,MALE,60,5.3,,,,,
,Gehyra_purpurascens,MALE,54,3.9,57,,,,
,Gehyra_purpurascens,MALE,58,5.3,,,,,
,Gehyra_purpurascens,MALE,60,5,70,,,,
,Gehyra_purpurascens,MALE,55,3.7,56,,,,
,Gehyra_purpurascens,MALE,47,2.5,,,,,
,Gehyra_purpurascens,MALE,57,4.8,61,,,,
,Gehyra_purpurascens,MALE,47,2.2,,,,,
,Gehyra_purpurascens,MALE,61,5.3,,,,,
,Gehyra_purpurascens,MALE,59,5.1,,,,,
,Gehyra_purpurascens,MALE,56,5.3,,,,,
,Gehyra_purpurascens,MALE,43,2,43,,,,
,Gehyra_purpurascens,MALE,61,5.6,,,,,
,Gehyra_purpurascens,MALE,46,2.4,51,,,,
,Gehyra_purpurascens,MALE,54,3.7,48,,,,
,Gehyra_purpurascens,MALE,52,3.6,60,,,,
,Gehyra_purpurascens,MALE,47,2.2,52,,,,
,Gehyra_purpurascens,MALE,40,1.4,40,,,,
,Gehyra_purpurascens,MALE,58,4.6,,,,,
,Gehyra_purpurascens,MALE,55,4,64,,,,
,Gehyra_purpurascens,MALE,61,5.2,,,,,
,Gehyra_purpurascens,MALE,58,4.1,65,,,,
,Gehyra_purpurascens,MALE,58,5.2,62,,,,
,Gehyra_purpurascens,MALE,61,6.2,,,,,
,Gehyra_purpurascens,MALE,59,6,68,,,,
,Gehyra_purpurascens,MALE,57,5.3,63,,,,
,Gehyra_purpurascens,MALE,47,2.2,51,,,,
,Gehyra_purpurascens,MALE,58,4.8,65,,,,
,Gehyra_purpurascens,MALE,56,4.3,,,,,
,Gehyra_purpurascens,MALE,47,2.5,51,,,,
,Gehyra_purpurascens,MALE,61,6,,,,,
,Gehyra_purpurascens,MALE,62,4.6,,,,,
,Gehyra_purpurascens,MALE,51,3.1,54,,,,
,Gehyra_purpurascens,MALE,57,4.3,,,,,
,Gehyra_purpurascens,MALE,44,1.9,49,,,,
,Gehyra_purpurascens,MALE,50,2.8,56,,,,
,Gehyra_purpurascens,MALE,61,5,,,,,
,Gehyra_purpurascens,MALE,63,5.7,73,,,,
,Gehyra_purpurascens,MALE,59,4.1,,,,,
,Gehyra_purpurascens,MALE,58,4,64,,,,
,Gehyra_purpurascens,MALE,66,6.6,,,,,
,Gehyra_purpurascens,MALE,65,6.8,,,,,
,Gehyra_purpurascens,MALE,56,3.4,56,,,,
,Gehyra_purpurascens,MALE,60,5.1,65,,,,
,Gehyra_purpurascens,MALE,56,4.1,,,,,
,Gehyra_purpurascens,MALE,50,3.1,52,,,,
,Gehyra_purpurascens,MALE,46,2.3,52,,,,
,Gehyra_purpurascens,MALE,60,5,,,,,
,Gehyra_purpurascens,MALE,57,3.7,,,,,
,Gehyra_purpurascens,MALE,58,5.8,,,,,
,Gehyra_purpurascens,MALE,52,3,,,,,
,Gehyra_purpurascens,MALE,59,4.5,,,,,
,Gehyra_purpurascens,MALE,60,4.5,,,,,
,Gehyra_purpurascens,MALE,61,6.6,,,,,
,Gehyra_purpurascens,MALE,57,4.3,,,,,
,Gehyra_purpurascens,MALE,61,6.3,,,,,
,Gehyra_purpurascens,MALE,57,4.7,,,,,
,Gehyra_purpurascens,MALE,50,3.5,,,,,
,Gehyra_purpurascens,MALE,57,4.2,,,,,
,Gehyra_purpurascens,MALE,62,5.3,,,,,
,Gehyra_purpurascens,MALE,59,5.4,60,,,,
,Gehyra_purpurascens,MALE,48,2.8,51,,,,
,Gehyra_purpurascens,MALE,57,3.8,,,,,
,Gehyra_purpurascens,MALE,58,5.4,63,,,,
,Gehyra_purpurascens,MALE,55,4,,,,,
,Gehyra_purpurascens,MALE,59,4.4,,,,,
,Gehyra_purpurascens,MALE,60,5.1,61,,,,
,Gehyra_purpurascens,MALE,56,4.5,63,,,,
,Gehyra_purpurascens,MALE,58,4.4,67,,,,
,Gehyra_purpurascens,MALE,58,4.6,61,,,,
,Gehyra_purpurascens,MALE,57,4.7,58,,,,
,Gehyra_purpurascens,MALE,60,5.6,,,,,
,Gehyra_purpurascens,MALE,55,3.6,,,,,
,Gehyra_purpurascens,MALE,60,4.9,57,,,,
,Gehyra_purpurascens,MALE,56,4,,,,,
,Gehyra_purpurascens,MALE,59,4.9,,,,,
,Gehyra_purpurascens,MALE,49,2.7,55,,,,
,Gehyra_purpurascens,MALE,61,5.1,,,,,
,Gehyra_purpurascens,MALE,57,4.2,,,,,
,Gehyra_purpurascens,MALE,47,2.2,51,,,,
,Gehyra_purpurascens,MALE,62,6,,,,,
,Gehyra_purpurascens,MALE,45,1.9,50,,,,
,Gehyra_purpurascens,MALE,64,7,,,,,
,Gehyra_purpurascens,MALE,50,3.9,57,,,,
,Gehyra_purpurascens,MALE,51,3.1,52,,,,
,Gehyra_purpurascens,MALE,55,4.3,,,,,
,Gehyra_purpurascens,MALE,56,4.5,60,,,,
,Gehyra_purpurascens,MALE,53,3.3,58,,,,
,Gehyra_purpurascens,MALE,61,6.6,,,,,
,Gehyra_purpurascens,MALE,59,6,76,,,,
,Gehyra_purpurascens,MALE,59,5.4,,,,,
,Gehyra_purpurascens,MALE,54,3.4,60,,,,
,Gehyra_purpurascens,MALE,58,4.8,,,,,
,Gehyra_purpurascens,MALE,46,2.5,55,,,,
,Gehyra_purpurascens,MALE,56,4.7,65,,,,
,Gehyra_purpurascens,MALE,55,4.5,65,,,,
,Gehyra_purpurascens,MALE,57,3.8,,,,,
,Gehyra_purpurascens,MALE,55,3.8,,,,,
,Gehyra_purpurascens,MALE,61,5.8,,,,,
,Gehyra_purpurascens,MALE,56,4.6,,,,,
,Gehyra_purpurascens,MALE,59,5.4,,,,,
,Gehyra_purpurascens,MALE,60,6.4,,,,,
,Gehyra_purpurascens,MALE,65,6.4,,,,,
,Gehyra_purpurascens,MALE,48,2.5,51,,,,
,Gehyra_purpurascens,MALE,63,7.5,65,,,,
,Gehyra_purpurascens,MALE,55,5.1,68,,,,
,Gehyra_purpurascens,MALE,62,6.7,,,,,
,Gehyra_purpurascens,MALE,48,2.8,,,,,
,Gehyra_purpurascens,MALE,55,3.5,,,,,
,Gehyra_purpurascens,MALE,56,3.8,,,,,
,Gehyra_purpurascens,MALE,58,5.4,,,,,
,Gehyra_variegata,MALE,43,2.4,55,,,,
,Gehyra_variegata,MALE,55,4.5,66,,,,
,Gehyra_variegata,MALE,60,6.5,,,,,
,Gehyra_variegata,MALE,57,4.7,,,,,
,Gehyra_variegata,MALE,56,4.3,59,,,,
,Gehyra_variegata,MALE,63,6.2,,,,,
,Gehyra_variegata,MALE,65,6.5,,,,,
,Gehyra_variegata,MALE,62,6.6,59,,,,
,Gehyra_variegata,MALE,58,4.5,,,,,
,Gehyra_variegata,MALE,44,2,45,,,,
,Gehyra_variegata,MALE,59,4.6,61,,,,
,Gehyra_variegata,MALE,56,5.2,,,,,
,Gehyra_variegata,MALE,60,4.7,65,,,,
,Gehyra_variegata,MALE,59,5.4,,,,,
,Gehyra_variegata,MALE,58,4.8,,,,,
,Gehyra_variegata,MALE,53,3.1,,,,,
,Gehyra_variegata,MALE,39,1.5,46,,,,
,Gehyra_variegata,MALE,57,5.2,,,,,
,Gehyra_variegata,MALE,66,7.3,,,,,
,Gehyra_variegata,MALE,65,7,,,,,
,Gehyra_variegata,MALE,55,4.2,57,,,,
,Gehyra_variegata,MALE,55,4.1,,,,,
,Gehyra_variegata,MALE,56,3.7,58,,,,
,Gehyra_variegata,MALE,46,2.1,47,,,,
,Gehyra_variegata,MALE,52,3,,,,,
,Gehyra_variegata,MALE,53,3.1,,,,,
,Gehyra_variegata,MALE,57,3.8,,,,,
,Gehyra_variegata,MALE,59,6.4,,,,,
,Gehyra_variegata,MALE,59,4,,,,,
,Gehyra_variegata,MALE,47,2.4,,,,,
,Gehyra_variegata,MALE,57,5.2,61,,,,
,Gehyra_variegata,MALE,51,2.6,,,,,
,Gehyra_variegata,MALE,59,5.2,,,,,
,Gehyra_variegata,MALE,60,5.7,,,,,
,Gehyra_variegata,MALE,50,3.2,58,,,,
,Gehyra_variegata,MALE,61,5.9,63,,,,
,Gehyra_variegata,MALE,63,6.5,,,,,
,Gehyra_variegata,MALE,57,5.1,,,,,
,Gehyra_variegata,MALE,55,4,,,,,
,Gehyra_variegata,MALE,51,3,61,,,,
,Gehyra_variegata,MALE,59,4.5,59,,,,
,Gehyra_variegata,MALE,43,1.6,,,,,
,Gehyra_variegata,MALE,56,4.5,,,,,
,Gehyra_variegata,MALE,65,5.8,63,,,,
,Gehyra_variegata,MALE,58,4.7,,,,,
,Gehyra_variegata,MALE,59,5.5,66,,,,
,Gehyra_variegata,MALE,59,4.6,,,,,
,Gehyra_variegata,MALE,60,6,64,,,,
,Gehyra_variegata,MALE,62,6.1,,,,,
,Gehyra_variegata,MALE,57,4.7,,,,,
,Gehyra_variegata,MALE,57,4.6,,,,,
,Gehyra_variegata,MALE,52,3.2,54,,,,
,Gehyra_variegata,MALE,60,6.1,,,,,
,Gehyra_variegata,MALE,51,3.5,61,,,,
,Gehyra_variegata,MALE,49,2.9,54,,,,
,Gehyra_variegata,MALE,55,5.2,69,,,,
,Gehyra_variegata,MALE,54,4.8,61,,,,
,Gehyra_variegata,MALE,48,2.4,53,,,,
,Gehyra_variegata,MALE,57,4.2,,,,,
,Gehyra_variegata,MALE,60,5.6,,,,,
,Gehyra_variegata,MALE,53,3.4,53,,,,
,Gehyra_variegata,MALE,49,2.2,44,,,,
,Gehyra_variegata,MALE,52,3.5,58,,,,
,Gehyra_variegata,MALE,60,5.7,,,,,
,Gehyra_variegata,MALE,61,5.9,,,,,
,Gehyra_variegata,MALE,58,4.8,,,,,
,Gehyra_variegata,MALE,52,3.3,,,,,
,Gehyra_variegata,MALE,55,4.3,,,,,
,Gehyra_variegata,MALE,54,3.3,,,,,
,Gehyra_variegata,MALE,61,4.7,,,,,
,Gehyra_variegata,MALE,59,4.6,,,,,
,Gehyra_variegata,MALE,58,4.6,,,,,
,Gehyra_variegata,MALE,58,4.4,61,,,,
,Gehyra_variegata,MALE,63,6.8,,,,,
,Gehyra_variegata,MALE,57,4.6,62,,,,
,Gehyra_variegata,MALE,55,3.4,56,,,,
,Gehyra_variegata,MALE,60,4.8,,,,,
,Gehyra_variegata,MALE,55,4.1,,,,,
,Gehyra_variegata,MALE,57,4.1,,,,,
,Gehyra_variegata,MALE,50,2.5,,,,,
,Gehyra_variegata,MALE,57,3.9,,,,,
,Gehyra_variegata,MALE,58,4.7,,,,,
,Gehyra_variegata,MALE,48,2.7,47,,,,
,Gehyra_variegata,MALE,55,4.4,56,,,,
,Gehyra_variegata,MALE,49,3,,,,,
,Gehyra_variegata,MALE,53,3.4,,,,,
,Gehyra_variegata,MALE,60,6.1,70,,,,
,Gehyra_variegata,MALE,57,4.9,,,,,
,Gehyra_variegata,MALE,59,4.8,66,,,,
,Gehyra_variegata,MALE,65,7.2,,,,,
,Gehyra_variegata,MALE,53,3.9,60,,,,
,Gehyra_variegata,MALE,56,4.9,63,,,,
,Gehyra_variegata,MALE,60,6.1,,,,,
,Gehyra_variegata,MALE,59,3.8,,,,,
,Gehyra_variegata,MALE,50,2.8,50,,,,
,Gehyra_variegata,MALE,48,2.7,,,,,
,Gehyra_variegata,MALE,63,6.2,,,,,
,Gehyra_variegata,MALE,59,5.5,,,,,
,Gehyra_variegata,MALE,31,0.7,31,,,,
,Gehyra_variegata,MALE,57,4.5,,,,,
,Gehyra_variegata,MALE,61,6.1,,,,,
,Gehyra_variegata,MALE,64,6,,,,,
,Gehyra_variegata,MALE,62,6.2,68,,,,
,Gehyra_variegata,MALE,57,4.5,,,,,
,Gehyra_variegata,MALE,51,3.4,57,,,,
,Gehyra_variegata,MALE,52,2.6,,,,,
,Gehyra_variegata,MALE,61,6.6,64,,,,
,Gehyra_variegata,MALE,59,5.3,70,,,,
,Gehyra_variegata,MALE,51,3.1,,,,,
8.38,Gehyra_variegata,MALE,44,1.8,50,2,2,8.38,4
169.65,Gehyra_variegata,MALE,52,4.4,,4,5,169.65,9
3.25,Gehyra_variegata,MALE,41,1.7,,2.1,2.1,3.25,4.2
23.56,Gehyra_variegata,MALE,47,1.9,,2.5,2.5,23.56,5
41.89,Gehyra_variegata,MALE,46,2.4,50,2,3,41.89,5
1.67,Gehyra_variegata,MALE,41,1.4,,1.3,1,1.67,2.3
13.74,Gehyra_variegata,MALE,55,3.4,,4,4,13.74,8
59.42,Gehyra_variegata,MALE,51,2.4,,4.3,4,59.42,8.3
92.15,Gehyra_variegata,MALE,55,3.6,,6,5,92.15,11
8.38,Gehyra_variegata/purpurascens,MALE,47,2.2,45,2,2,8.38,4
,Heteronotia_binoei,MALE,50,3,,5,5,,10
,Heteronotia_binoei,MALE,49,3,,5,5,,10
,Heteronotia_binoei,MALE,37,1.5,53,2,2,,4
,Heteronotia_binoei,MALE,38,1,,3.5,3,,6.5
,Heteronotia_binoei,MALE,,,,4.5,4.5,,9
,Heteronotia_binoei,MALE,47,2.5,67,5.5,4.5,,10
,Heteronotia_binoei,MALE,43,2.2,61,4.5,4.5,,9
33.9,Heteronotia_binoei,MALE,38,1.1,,3,2.6,33.9,5.6
24.98,Heteronotia_binoei,MALE,45,2.1,55,3.3,2,24.98,5.3
295.05,Heteronotia_binoei,MALE,46,2.5,,6,5.5,295.05,11.5
368.61,Heteronotia_binoei,MALE,46,2.8,,5.5,5.5,368.61,11
10.47,Heteronotia_binoei,MALE,34,0.9,45,2.5,2.5,10.47,5
93.26,Heteronotia_binoei,MALE,42,1.9,,4.7,4.5,93.26,9.2
124.35,Heteronotia_binoei,MALE,47,2.3,,5,4.5,124.35,9.5
118.07,Heteronotia_binoei,MALE,45,1.8,,5.5,5.5,118.07,11
169.65,Heteronotia_binoei,MALE,46,2.1,60,5,4,169.65,9
,Lerista_bipes,MALE,52,1,44,1,1,,2
,Lerista_bipes,MALE,49,0.7,43,2,2,,4
,Lerista_bipes,MALE,32,0.3,30,1,1,,2
,Lerista_bipes,MALE,51,1,,5,5,,10
,Lerista_bipes,MALE,47,0.5,,3,4,,7
,Lerista_bipes,MALE,41,0.5,34,3,2.5,,5.5
,Lerista_bipes,MALE,42,0.5,37,3,2.5,,5.5
,Lerista_bipes,MALE,48,0.6,,3,,,
,Lerista_bipes,MALE,46,0.6,40,,,,
,Lerista_bipes,MALE,49,0.7,48,3,3,,6
,Lerista_bipes,MALE,45,0.5,39,3,,,
,Lerista_bipes,MALE,50,0.6,,4,3,,7
,Lerista_bipes,MALE,53,0.9,52,6,,,
,Lerista_bipes,MALE,53,0.7,,4.5,4.5,,9
,Lerista_bipes,MALE,47,0.6,44,3,3,,6
,Lerista_bipes,MALE,54,0.6,,5,5,,10
,Lerista_bipes,MALE,54,0.7,,4,4,,8
,Lerista_bipes,MALE,51,0.8,47,5,5,,10
,Lerista_bipes,MALE,56,0.8,,5,5,,10
,Lerista_bipes,MALE,46,0.4,,1,1,,2
,Lerista_bipes,MALE,53,0.6,,4,3,,7
,Lerista_bipes,MALE,47,0.5,,2.5,2,,4.5
,Lerista_bipes,MALE,54,0.8,49,5,5,,10
,Lerista_bipes,MALE,53,0.8,52,4,6,,10
,Lerista_bipes,MALE,45,0.5,,1,1,,2
,Lerista_bipes,MALE,46,0.5,40,4,4,,8
,Lerista_bipes,MALE,30,0.1,21,1,1,,2
,Lerista_bipes,MALE,50,0.4,,2,2,,4
,Lerista_bipes,MALE,41,0.4,31,1,1,,2
,Lerista_bipes,MALE,56,1.1,,3,3,,6
,Lerista_bipes,MALE,45,0.5,40,1,1,,2
,Lerista_bipes,MALE,35,0.3,28,1,1,,2
,Lerista_bipes,MALE,54,1,,2,2,,4
,Lerista_bipes,MALE,31,0.2,24,1,1,,2
,Lerista_bipes,MALE,47,0.7,38,1,1,,2
,Lerista_bipes,MALE,55,1.1,,3,2.5,,5.5
